//Reference=Talairach
//Vocks, 2010: Viewing own body>Fixation cross(all subjects, 55 females)
//Subjects=55
-32	-10	-36
-40	-48	50
-42	-4	-34
-40	10	-40

//Vocks, 2010: Viewing own body>Fixation cross(AN>healthy, 40 females)
//Subjects=40
-30	-10	-36
-42	-2	-36
-42	10	-40
-40	-48	50
-36	-58	64
-48	-46	60
-14	36	-4
-58	-18	-26
24	16	-18
-6	28	60
-22	-38	-2
-24	18	-16
26	-10	-26

//Vocks, 2010: Viewing own body>Fixation cross(BN>healthy, 42 females)
//Subjects=42
42	-58	40
24	26	-20
-38	10	-46
-44	-8	-36
-52	-4	-38

//Vocks, 2010: Viewing own body>Fixation cross(BN>AN, 28 females)
//Subjects=28
8	58	-16

//Vocks, 2010: Viewing other female's body>Fixation cross(all subjects, 55 females)
//Subjects=55
-54	-50	6
-50	4	-26
-40	8	-42
-44	-4	-40
2	-54	2
-40	-34	62
-52	-38	-10
-24	-42	-4
52	6	-14
28	-2	-20
2	-48	68
42	-44	50
38	4	-36
-60	-20	-16
26	-66	58
10	-34	2
-46	-56	20

//Vocks, 2010: Viewing other female's body>Fixation cross(AN>healthy, 40 females)
//Subjects=40
-36	-30	60
52	6	-16
46	-4	-8
18	-6	14
10	-6	6
2	-46	68
0	-38	68
2	-54	2
10	-34	2
6	-44	-2
-24	-40	-4
28	-2	-20
-20	-10	-34
-46	-46	8
-48	-54	18
-54	50	6
-50	4	-26
-44	-4	-30
-52	-38	-10
-40	-14	24
4	-12	60
-2	-24	70
-40	-26	4
-22	-8	-38
-32	2	18
-26	-22	56
-20	-18	62
-60	-22	-18
42	2	-36
52	-4	-38
44	12	-40
32	0	12
38	-20	-28
48	-18	50
20	-24	12
-28	-24	-22
-56	-40	30
-16	-8 16
-12	4	18
-42	-4	-42
-8	-78	-8
-12	-80	-18
-30	-2	-26
18	-46	70
26	-20	-30
-28	-60	0
-20	-28	-30
-54	-58	40
-50	-10	6
-52	-14	40
-50	-10	6
-52	-14	40
-14	-72	22
-46	4	50
-52	-64	26
64	-24	16

//Vocks, 2010: Viewing other female's body>Fixation cross(healthy>AN, 40 females)
//Subjects=40
-42	-44	48

//Vocks, 2010: Viewing other female's body>Fixation cross(BN>healthy, 42 females)
//Subjects=42
22	-34	60
34	-24	-28

//Vocks, 2010: Viewing other female's body>Fixation cross(healthy>BN, 42 females)
//Subjects=42
22	28	-18
26	-66	58
42	-44	50
42	-48	58
-34	-12	-22
54	32	4


//Vocks, 2010: Viewing other female's body>Fixation cross(BN>AN, 28 females)
//Subjects=28
-58	-50	6
-50	4	-24
-40	8	-42
-46	-2	-36
-54	-38	-10
-58	-22	-10
-66	-30	-6
34	6	-38
-52	-54	38
-44	-54	34
-50	-10	10
-54	-42	22
-20	-12	-36
26	-2	-18
56	-28	-18
16	-32	42
22	-66	58
-32	-2	40
-44	32	-18
-48	-16	42
8	-52	46
40	-24	-2
50	8	-20

